"serial","year_serial","time_serial","incident_id","school","school_level","date","year","first_shot_time","time_slot","decimal_time","city","state","lat","long","location","location_type","shoot_category","time_slot_group","random","random_x","random_y","random_x1","random_y1","random_x2","random_y2","males","na","females","killed","injured","total","long2","lat2","frequency","school_number","random_x10","random_y10","internal_serial"
1302,48,21,"20171129OHBAL","Bath High School","High","2017-11-29",2017,"19:00:00",19,19,"Lima","OH",40.7733005,-84.0525636,"Gym","Inside School Building","0-5",19,0.9396742079406977,0.42551385634578764,0.7030206569470465,0.47520727338269353,0.3648695615120232,0.6229263921268284,0.153505043592304,0,0,0,0,0,0,304253.52894771827,-1357509.7193555504,1,222,0.7822943013161421,0.3696461939252913,1
1303,49,112,"20171130VASAV","Salem High School","High","2017-11-30",2017,"08:10:00",8,8.17,"Virginia Beach","VA",36.783282,-76.144182,"Inside School Building","Inside School Building","0-5",8,0.5548800090327859,0.03460054541938007,0.29380661249160767,0.7067488860338926,0.856207963777706,0.3220871028024703,0.7050329628400505,0,0,0,0,0,0,1316746.4732126102,-80311.44215810034,2,109,0.01883215899579227,0.1375155672430992,2
1304,50,113,"20171207NMAZA","Aztec High School","High","2017-12-07",2017,"08:04:00",8,8.07,"Aztec","NM",36.8207909,-107.9907367,"Classroom","Inside School Building",NA,8,0.3790505086071789,0.42066879640333354,0.15483171469531953,0.006652951240539551,0.1463901272509247,0.14455335424281657,0.9527649590745568,1,0,1,2,0,2,-1649812.8070598398,-967049.5105066784,1,206,0.35179790924303234,0.5795793340075761,1
1305,51,37,"20171209ILCHC","Champaign Central High School","High","2017-12-09",2017,"21:20:00",21,21.33,"Champaign","IL",40.1165205,-88.2532034,"Parking Lot","Outside on School Property",NA,21,0.39587682019919157,0.9908272554166615,0.9141054605133832,0.5915017835795879,0.8226620899513364,0.8067445275373757,0.7808437426574528,0,0,3,0,3,3,-1625529.20263743,568895.8269152264,1,385,0.5310703988652676,0.5776351490058005,1
1306,52,83,"20171211NCHIH","High Point Central High School","High","2017-12-11",2017,"14:08:00",14,14.13,"High Point","NC",35.9571243,-80.021174,"Cafeteria","Inside School Building","0-5",14,0.1946365749463439,0.8140994762070477,0.02540973457507789,0.521597572369501,0.6314475515391678,0.05733927898108959,0.7076834330800921,0,0,0,0,0,0,970750.6360698419,-1613137.5190568615,1,797,0.15716782514937222,0.015211193822324276,1
1307,53,21,"20171212TXSAP","Sam Rayburn High School","High","2017-12-12",2017,"18:00:00",18,18,"Pasadena","TX",29.677579,-95.180119,"Parking Lot","Outside on School Property","0-5",18,0.4138007014989853,0.006103876745328307,0.4614414884708822,0.593736416194588,0.46861650235950947,0.24438541824929416,0.44946174696087837,2,0,0,0,2,2,-1656553.0200908093,510564.07272818044,2,110,0.07580285845324397,0.205134988296777,1
1308,54,412,"20171214TXELD","Elisha M. Pease Elementary School","Elementary","2017-12-14",2017,"NA:NA:NA",NA,NA,"Dallas","TX",32.697999,-96.772643,"Classroom","Inside School Building","0-5",-1,0.15959798032417893,0.46849028766155243,0.9074073026422411,0.5121460412628949,0.9466418910305947,0.7715582828968763,0.4639286210294813,0,0,0,0,0,0,515055.40016609256,-172712.17633077694,1,595,0.46401662682183087,0.967071830527857,1
1309,55,413,"20171219MIBEB","Beecher High School","High","2017-12-19",2017,"NA:NA:NA",NA,NA,"Beecher","MI",43.09086,-83.69524,"Parking Lot","Outside on School Property",NA,-1,0.5522359360475093,0.9411925282329321,0.628829597029835,0.28178142267279327,0.829128377372399,0.5015917767304927,0.9362218240275979,1,0,0,0,1,1,-972389.2901189041,-1440379.9582762066,2,36,0.14709469093941152,0.19917173450812697,2
1310,56,20,"20171227CALIL","Lincoln Elementary School","Elementary","2017-12-27",2017,"22:40:00",22,22.67,"Lancaster","CA",34.6850454,-118.1037871,"Parking Lot","Outside on School Property","0-5",22,0.3106305312830955,0.4318967575673014,0.9461530661210418,0.4058904789853841,0.53348606545478106,0.5493208507541567,0.5148112669121474,1,0,0,0,1,1,2138175.0429480877,284121.97014673124,1,1024,0.4207833756227046,0.17825620085932314,1
1311,57,18,"20171231WAPIM","Pinewood Elementary School","Elementary","2017-12-31",2017,"23:55:00",23,23.92,"Marysville","WA",48.0727037,-122.1608687,"Beside Building","Outside on School Property","50-100",23,0.6273165862075984,0.43345957389101386,0.2550893339794129,0.12618816294707358,0.1991435601375997,0.535462953383103,0.12338643916882575,0,0,0,0,0,0,296195.8475392342,-1414884.922250421,1,1387,0.510721075348556,0.3839557524770498,1
1312,58,33,"20171231LAEDA","Edna Karr High School","High","2017-12-31",2017,"20:00:00",20,20,"Algiers","LA",29.9211644,-90.0041716,"Parking Lot","Outside on School Property","10-30",20,0.5747421851847321,0.7437818211037666,0.7476490011904389,0.8182458600495011,0.399583431892097,0.46196843194775283,0.5888531277887523,2,0,0,2,0,2,963253.9149964894,-1611918.2205638178,1,584,0.5238226016517729,0.32869207486510277,1
1313,1,63,"20180104WANES","New Start High School","High","2018-01-04",2018,"13:30:00",13,13.5,"Seattle","WA",47.4965872,-122.342432,"Front of School","Outside on School Property","0-5",13,0.4988994605373591,0.9247829418163747,0.6301232369150966,0.7458267149049789,0.14513665717095137,0.03391136880964041,0.24883608147501945,0,0,0,0,0,0,1037652.0814078979,-825138.1223719787,1,1235,0.19991177436895669,0.32494545727968216,1
1314,2,414,"20180105IAFOF","Forest City School Bus",NA,"2018-01-05",2018,"NA:NA:NA",NA,NA,"Forest City","IA",43.26572,-93.64902,"School Bus","School Bus","0-5",-1,0.5423777911346406,0.08200055034831166,0.43363270489498973,0.8398859319277108,0.024356109788641334,0.2831368111073971,0.7642878079786897,0,0,0,0,0,0,1145666.9365535567,-1506195.449777597,1,646,0.3956606399733573,0.2276286925189197,1
1315,3,61,"20180109AZCOS","Coronado Elementary School","Elementary","2018-01-09",2018,"09:20:00",9,9.33,"Sierra Vista","AZ",31.476381,-110.193909,"Inside School Building","Inside School Building","0-5",9,0.039292394649237394,0.3878364022821188,0.5140356016345322,0.5252625613939017,0.7649364958051592,0.08986992249265313,0.920032273279503,0,0,0,0,0,0,1368469.365106397,-158781.04558963035,1,458,0.10380668821744621,0.35341378720477223,1
1316,4,62,"20180116VTMOM","Montpelier High School","High","2018-01-16",2018,"09:30:00",9,9.5,"Montpelier","VT",44.259239,-72.575538,"Outside on School Property","Outside on School Property","10-30",9,0.26175549533218145,0.7328257760964334,0.8122380501590669,0.1308150386903435,0.2830080457497388,0.9342309325002134,0.4631608547642827,0,0,0,0,0,0,2091730.335082483,-231484.92071689127,1,1185,0.8674994686152786,0.36705223680473864,1
1317,5,59,"20180122TXITI","Italy High School","High","2018-01-22",2018,"07:53:00",7,7.88,"Italy","TX",32.1807491,-96.877596,"Cafeteria","Inside School Building",NA,7,0.6764767856802791,0.18772932840511203,0.3552513525355607,0.5977813634090126,0.051794821163639426,0.22376218088902533,0.5870355337392539,0,0,1,0,1,1,-1677344.7155814227,-1031874.2418471546,1,859,0.8472412980627269,0.31474034930579364,1
1318,6,64,"20180122LANEN","NET Charter High School","High","2018-01-22",2018,"13:30:00",13,13.5,"New Orleans","LA",29.939962,-90.079691,"Front of School","Outside on School Property",NA,13,0.658462161431089,0.539577423594892,0.7881443579681218,0.9624074033927172,0.39511093217879534,0.6487052079755813,0.6196782439947128,0,0,0,0,0,0,549552.8850036075,26042.081410348284,1,1221,0.7593356966972351,0.20745625323615968,1
1319,7,60,"20180123KYMAB","Marshall County High School","High","2018-01-23",2018,"07:57:00",7,7.95,"Benton","KY",36.9151686,-88.3367482,"Hallway","Inside School Building",NA,7,0.77755754487589,0.609210048103705,0.8220679915975779,0.5892830670345575,0.14598135743290186,0.8258278877474368,0.2812645782250911,15,0,5,2,18,20,1970033.2644526404,-413872.2818160027,1,1094,0.5081580847036093,0.7587258841376752,1
1320,8,64,"20180125ALMUM","Murphy High School","High","2018-01-25",2018,"11:20:00",11,11.33,"Mobile","AL",30.683805,-88.08739,"Beside Building","Outside on School Property",NA,11,0.23677440453320742,0.4798037565778941,0.12167311483062804,0.9846269208937883,0.10350146587006748,0.5833121170289814,0.9559489742387086,0,0,0,0,0,0,2157582.9043026296,-117485.49450793554,1,1213,0.2714090046938509,0.036687881918624043,1
1321,9,34,"20180126MIDED","Dearborn High School","High","2018-01-26",2018,"20:00:00",20,20,"Dearborn","MI",42.308886,-83.261785,"Parking Lot","Outside on School Property",NA,20,0.903951105196029,0.1829657214693725,0.16206638398580253,0.759480407461524,0.7737870011478662,0.22223424748517573,0.6377104637213051,0,0,0,0,0,0,1185001.3296006103,-887705.8610075485,1,489,0.8352553199511021,0.47164844279177487,1
1322,10,75,"20180131PALIP","Lincoln High School","High","2018-01-31",2018,"15:51:00",15,15.85,"Philadelphia","PA",40.04233,-75.04212,"Parking Lot","Outside on School Property",NA,15,0.031802416080608964,0.27718692854978144,0.9793263056781143,0.2474441071972251,0.7426911906804889,0.5283204955048859,0.15127770439721644,1,0,0,1,0,1,1976009.7546928506,-1843481.2957294313,2,83,0.2977230781689286,0.3856342686340213,1
1323,11,114,"20180201CASAL","Salvador B. Castro Middle School","Middle","2018-02-01",2018,"08:55:00",8,8.92,"Los Angeles","CA",34.061768,-118.262935,"Classroom","Inside School Building","0-5",8,0.2431114441715181,0.993253817781806,0.5377599294297397,0.3858284242451191,0.7243930916301906,0.8646678219083697,0.9908847697079182,0,5,0,0,5,5,1983580.6275038929,-1839168.272818617,1,1515,0.354729620506987,0.3049695279914886,1
1324,12,65,"20180205MNHAM","Harmony Learning Center","Elementary","2018-02-05",2018,"13:45:00",13,13.75,"Maplewood","MN",45.021672,-93.017126,"Front of School","Outside on School Property","0-5",13,0.16312742186710238,0.9637937073130161,0.6505284660961479,0.5815365733578801,0.05194332147948444,0.9260041990783066,0.5350505437236279,0,0,0,0,0,0,1545414.8746679635,-284750.059310547,1,762,0.7296316644642502,0.8636053293012083,1
1325,13,415,"20180205MDOXO","Oxon Hill High School","High","2018-02-05",2018,"NA:NA:NA",NA,NA,"Oxon Hill","MD",38.796822,-76.991626,"Parking Lot","Outside on School Property","0-5",-1,0.05579622113145888,0.07601075293496251,0.875108550535515,0.9737510012928396,0.7120626682881266,0.4287718429695815,0.09751952229999006,1,0,0,0,1,1,-1675237.6777615298,484812.30529324635,1,1320,0.7996971155516803,0.1890066545456648,1
1326,14,76,"20180208NYTHN","The Metropolitan High School","High","2018-02-08",2018,"15:20:00",15,15.33,"New York","NY",40.827367,-73.896977,"Classroom","Inside School Building","0-5",15,0.13098450028337538,0.23896291246637702,0.1010734320152551,0.3012298406101763,0.7787643952760845,0.7964840340428054,0.8876068233512342,0,0,0,0,0,0,1370631.481688032,-1011832.9709421014,1,1700,0.35866029979661107,0.9163759453222156,1
1327,15,416,"20180209TNPEN","Peal-Cohn High School","High","2018-02-09",2018,"NA:NA:NA",NA,NA,"Nashville","TN",36.16172,-86.80111,"Parking Lot","Outside on School Property","0-5",-1,0.04100015480071306,0.6331287424545735,0.016270111314952374,0.8722625956870615,0.589623244246468,0.3757826304063201,0.9856622612569481,1,0,0,0,1,1,511662.13117686874,-576447.6730803999,1,1361,0.9542549732141197,0.9425390474498272,1
1328,16,84,"20180214FLMAP","Marjory Stoneman Douglas High School","High","2018-02-14",2018,"14:21:00",14,14.35,"Parkland","FL",26.30445,-80.26783,"Hallway","Inside School Building",NA,14,0.4807348679751158,0.46688904077745974,0.8922952094580978,0.16241175378672779,0.015019558370113373,0.6979632042348385,0.7514258564915508,14,1,19,17,17,34,1235651.9549116814,-1165775.8915698982,1,1089,0.9626153414137661,0.9040980951394886,1
1329,17,63,"20180215FLNOC","North Broward Preparatory School","K-12","2018-02-15",2018,"09:30:00",9,9.5,"Coconut Creek","FL",26.3272569,-80.1859699,"Hallway","Inside School Building","0-5",9,0.11112421937286854,0.6447804649360478,0.3387212052475661,0.9648584632668644,0.33449897775426507,0.9074931284412742,0.617102945689112,0,0,0,0,0,0,1358968.5219091428,-645855.446436105,1,1250,0.24430824955925345,0.04083985975012183,1
1330,18,417,"20180220OHJAM","Jackson Memorial Middle School","Middle","2018-02-20",2018,"NA:NA:NA",NA,NA,"Massillon","OH",40.86736,-81.48662,"Bathroom","Inside School Building","0-5",-1,0.9458718954119831,0.6888901542406529,0.058850145200267434,0.52943040500395,0.03621429461054504,0.6040188688784838,0.2952512106858194,0,0,0,0,0,0,1964096.6689389495,-413272.9496032086,1,872,0.001191628398373723,0.4523644926957786,1
1331,19,418,"20180226WAOAT","Oakland High School","High","2018-02-26",2018,"NA:NA:NA",NA,NA,"Tacoma","WA",47.2297713,-122.4857441,"Bathroom","Inside School Building","0-5",-1,0.12363866693340242,0.13506527128629386,0.6689722733572125,0.030317600816488266,0.387659298023209,0.08285332261584699,0.63654387928545475,0,0,0,0,0,0,-1931065.0759062185,-676595.2763501208,1,1291,0.06580832111649215,0.09375424263998866,1
1332,20,65,"20180228GADAD","Dalton High School","High","2018-02-28",2018,"11:30:00",11,11.5,"Dalton","GA",34.779789,-84.986212,"Classroom","Inside School Building","0-5",11,0.28912042011506855,0.12569292658008635,0.3695346340537071,0.3209123704582453,0.588942909380421,0.49677832261659205,0.5210921261459589,0,0,0,0,0,0,-1063108.0856827935,300601.29410175374,1,480,0.2292448403313756,0.024571551708504558,1
1333,21,61,"20180305MOKIC","Kingston High School","K-12","2018-03-05",2018,"07:40:00",7,7.67,"Cadet","MO",39.643734,-94.038995,"Classroom","Inside School Building","0-5",7,0.3461035753134638,0.6785168098285794,0.36949788429774344,0.7642421501222998,0.1422473513521254,0.2704116909299046,0.10626992327161133,0,0,0,0,0,0,2081611.8635554323,-611672.05800301,1,944,0.48849548236466944,0.14320442848838866,1
1334,22,77,"20180307ALHUB","Huffman High School","High","2018-03-07",2018,"15:45:00",15,15.75,"Birmingham","AL",33.6123102,-86.6817882,"Inside School Building","Inside School Building",NA,15,0.9536079636309296,0.5716683592181653,0.06113259005360305,0.821641314541921,0.2556826726067811,0.13005565688945353,0.8005098360590637,0,0,1,1,0,1,2027779.5666432546,-461105.64952194534,3,11,0.5464262587483972,0.25450774910859764,3
1335,23,419,"20180309KYFRL","Frederick Douglass High School","High","2018-03-09",2018,"NA:NA:NA",NA,NA,"Lexington","KY",38.038625,-84.435319,"Classroom","Inside School Building","0-5",-1,0.13764471467584372,0.2704137812834233,0.6982243524398655,0.005408806027844548,0.9780096753966063,0.9703741648700088,0.7436492752749473,0,0,0,0,0,0,997246.4785143757,-1207334.0265595706,1,671,0.2745453636161983,0.11789179663173854,1
1336,24,64,"20180313VAGEA","George Washington Middle School","Middle","2018-03-13",2018,"09:10:00",9,9.17,"Alexandria","VA",38.816622,-77.056399,"Office","Inside School Building","0-5",9,0.5409281081520021,0.2919882310088724,0.5294772265478969,0.2744096755050123,0.8545441925525665,0.3155878148972988,0.9709850435610861,0,0,0,0,0,0,1237435.7404203692,-699587.5524382289,1,697,0.5470234176609665,0.0733673155773431,1
1337,25,66,"20180313CASES","Seaside High School","High","2018-03-13",2018,"13:20:00",13,13.33,"Seaside","CA",36.623853,-121.837511,"Classroom","Inside School Building","0-5",13,0.9574719429947436,0.3431417909450829,0.3729041670449078,0.978751354617998,0.30896288296207786,0.9493879307992756,0.2584802082274109,0,3,0,0,3,3,2046153.9417199139,108927.5013797387,1,1548,0.31248236261308193,0.9757353237364441,1
1338,26,88,"20180316MTBIM","Big Sky High School","High","2018-03-16",2018,"12:45:00",12,12.75,"Missoula","MT",46.868262,-114.0311021,"Parking Lot","Outside on School Property",NA,12,0.3590934695675969,0.47744599473662674,0.18284202017821372,0.5224658132065088,0.08032693131826818,0.7054936799686402,0.5237755253911018,0,0,0,0,0,0,478535.4125039811,-653175.440902949,1,258,0.7862815517000854,0.6218906450085342,1
1339,27,24,"20180319VADOP","Douglass Park Elementary School","Elementary","2018-03-19",2018,"16:23:00",16,16.38,"Portsmouth","VA",36.8188332,-76.3396337,"Parking Lot","Off School Property","0-5",16,0.9750575690995902,0.6315674425568432,0.4918903752695769,0.26602789224125445,0.35187120735645294,0.9107114903163165,0.05788411991670728,0,0,1,0,1,1,1276543.2463460425,-183713.39305289678,1,521,0.7259830269031227,0.43674959777854383,1
1340,28,62,"20180320MDGRG","Great Mills High School","High","2018-03-20",2018,"07:55:00",7,7.92,"Great Mills","MD",38.2471459,-76.4883374,"Hallway","Inside School Building",NA,7,0.17469629901461303,0.3974630383308977,0.7802120056003332,0.8400248382240534,0.3761891305912286,0.4452103867661208,0.6157767283730209,1,0,1,1,1,2,1746114.360567502,-1574122.8492458318,1,724,0.08836330100893974,0.4092032788321376,1
1341,29,85,"20180328MSEUE","Eupora High School","High","2018-03-28",2018,"14:30:00",14,14.5,"Eupora","MS",33.5433857,-89.2795651,"Field (General)","Outside on School Property","5-10",14,0.15461046248674393,0.3075231632683426,0.4698058401700109,0.8341991100460291,0.6659988886676729,0.12953504058532417,0.6818255928810686,0,0,0,0,0,0,1432983.7436680088,-1118166.4891838403,1,619,0.9326810790225863,0.8621822209097445,1
1342,30,67,"20180329KYJOE","John Hardin High School","High","2018-03-29",2018,"13:00:00",13,13,"Elizabethtown","KY",37.7565611,-85.9018202,"Beside Building","Outside on School Property",NA,13,0.019029298797249794,0.43956528743728995,0.7563174075912684,0.583581973798573,0.3259459410328418,0.02225559880025685,0.8098213360644877,0,0,0,0,0,0,-602540.4421727917,-1077437.8972418979,1,905,0.14570876257494092,0.7595029331278056,1
1343,31,66,"20180409NYGLG","Gloversville Middle School","Middle","2018-04-09",2018,"11:00:00",11,11,"Gloversville","NY",43.0529897,-74.3638163,"Hallway","Inside School Building",NA,11,0.04781217500567436,0.1268576318398118,0.8079273011535406,0.18131495942361653,0.8214186974801123,0.03515527141280472,0.760280242189765,1,0,0,0,1,1,1112068.5800508617,-994544.3734879928,1,709,0.87867402122356,0.23758507403545082,1
